"","Gene_symbol","Transcript","Ensembl","Ensembl_biomart"
"3059","RARS2","NM_020320","ENSG00000146282","ENSG00000146282"
"3060","PITHD1","NM_020362","ENSG00000057757","ENSG00000057757"
"3061","EIF2B3","NM_020365","ENSG00000070785","ENSG00000070785"
"3062","UTP3","NM_020368","ENSG00000132467","ENSG00000132467"
"3063","C12orf5","NM_020375","ENSG00000078237",NA
"3064","SETD8","NM_020382","ENSG00000183955",NA
"3065","XPNPEP1","NM_020383","ENSG00000108039","ENSG00000108039"
"3066","INTS12","NM_020395","ENSG00000138785","ENSG00000138785"
"3067","GOPC","NM_020399","ENSG00000047932","ENSG00000047932"
"3068","NUP107","NM_020401","ENSG00000111581","ENSG00000111581"
"3069","LYRM4","NM_020408","ENSG00000214113","ENSG00000214113"
"3070","MRPL47","NM_020409","ENSG00000136522","ENSG00000136522"
"3071","DDX24","NM_020414","ENSG00000089737","ENSG00000089737"
"3072","DDX24","NM_020414","ENSG00000089737","ENSG00000273761"
"3073","SCYL3","NM_020423","ENSG00000000457","ENSG00000000457"
"3074","LYRM1","NM_020424","ENSG00000102897","ENSG00000102897"
"3075","SMIM8","NM_020425","ENSG00000111850","ENSG00000111850"
"3076","VARS2","NM_020442","ENSG00000206476","ENSG00000137411"
"3077","VARS2","NM_020442","ENSG00000206476","ENSG00000206476"
"3078","VARS2","NM_020442","ENSG00000206476","ENSG00000236178"
"3079","VARS2","NM_020442","ENSG00000206476","ENSG00000223494"
"3080","VARS2","NM_020442","ENSG00000206476","ENSG00000230985"
"3081","VARS2","NM_020442","ENSG00000206476","ENSG00000234032"
"3082","KIAA1191","NM_020444","ENSG00000122203","ENSG00000122203"
"3083","SPRYD7","NM_020456","ENSG00000123178","ENSG00000123178"
"3084","SMEK2","NM_020463","ENSG00000138041",NA
"3085","YIF1A","NM_020470","ENSG00000174851","ENSG00000174851"
"3086","GALNT1","NM_020474","ENSG00000144278","ENSG00000141429"
"3087","MCOLN1","NM_020533","ENSG00000090674","ENSG00000090674"
"3088","CSRP2BP","NM_020536","ENSG00000149474",NA
"3089","AKIP1","NM_020642","ENSG00000166452","ENSG00000166452"
"3090","TMEM9B","NM_020644","ENSG00000175348","ENSG00000175348"
"3091","MRS2","NM_020662","ENSG00000124532","ENSG00000124532"
"3092","RAB22A","NM_020673","ENSG00000124209","ENSG00000124209"
"3093","MIF4GD","NM_020679","ENSG00000125457","ENSG00000125457"
"3094","SCYL1","NM_020680","ENSG00000142186","ENSG00000142186"
"3095","ANKHD1-EIF4EBP3","NM_020690","ENSG00000131503","ENSG00000254996"
"3096","REXO1","NM_020695","ENSG00000079313","ENSG00000079313"
"3097","KIAA1143","NM_020696","ENSG00000163807","ENSG00000163807"
"3098","KIAA1143","NM_020696","ENSG00000163807","ENSG00000281665"
"3099","GATAD2B","NM_020699","ENSG00000143614","ENSG00000143614"
"3100","GATAD2B","NM_020699","ENSG00000143614","ENSG00000261992"
"3101","ISY1","NM_020701","ENSG00000221812","ENSG00000240682"
"3102","SCAF4","NM_020706","ENSG00000156304","ENSG00000156304"
"3103","LRRC47","NM_020710","ENSG00000130764","ENSG00000130764"
"3104","ZBTB21","NM_020727","ENSG00000173276","ENSG00000173276"
"3105","AARS2","NM_020745","ENSG00000124608","ENSG00000124608"
"3106","SERINC1","NM_020755","ENSG00000111897","ENSG00000111897"
"3107","NUFIP2","NM_020772","ENSG00000108256","ENSG00000108256"
"3108","MIB1","NM_020774","ENSG00000101752","ENSG00000101752"
"3109","ZNF398","NM_020781","ENSG00000197024","ENSG00000197024"
"3110","PDP2","NM_020786","ENSG00000172840","ENSG00000172840"
"3111","KLHL8","NM_020803","ENSG00000145332","ENSG00000145332"
"3112","GPHN","NM_020806","ENSG00000171723","ENSG00000171723"
"3113","KIAA1430","NM_020827","ENSG00000164323",NA
"3114","ZNF687","NM_020832","ENSG00000143373","ENSG00000143373"
"3115","VPS18","NM_020857","ENSG00000104142","ENSG00000104142"
"3116","DHX36","NM_020865","ENSG00000174953","ENSG00000174953"
"3117","DHX36","NM_020865","ENSG00000174953","ENSG00000281763"
"3118","PHF12","NM_020889","ENSG00000109118","ENSG00000109118"
"3119","PHRF1","NM_020901","ENSG00000070047","ENSG00000274780"
"3120","PHRF1","NM_020901","ENSG00000070047","ENSG00000070047"
"3121","RDH14","NM_020905","ENSG00000185013","ENSG00000240857"
"3122","ALS2","NM_020919","ENSG00000003393","ENSG00000003393"
"3123","CHD8","NM_020920","ENSG00000100888","ENSG00000100888"
"3124","KIAA1586","NM_020931","ENSG00000168116","ENSG00000168116"
"3125","FAM160B1","NM_020940","ENSG00000151553","ENSG00000151553"
"3126","CWC22","NM_020943","ENSG00000163510","ENSG00000163510"
"3127","GBA2","NM_020944","ENSG00000070610","ENSG00000070610"
"3128","DENND1A","NM_020946","ENSG00000119522","ENSG00000119522"
"3129","GPR107","NM_020960","ENSG00000148358","ENSG00000148358"
"3130","METTL14","NM_020961","ENSG00000145388","ENSG00000145388"
"3131","PPM1A","NM_021003","ENSG00000100614","ENSG00000100614"
"3132","UBC","NM_021009","ENSG00000150991","ENSG00000150991"
"3133","NDUFV2","NM_021074","ENSG00000178127","ENSG00000178127"
"3134","NMT1","NM_021079","ENSG00000136448","ENSG00000136448"
"3135","MTMR3","NM_021090","ENSG00000100330","ENSG00000100330"
"3136","MRPS12","NM_021107","ENSG00000128626","ENSG00000128626"
"3137","MRPS12","NM_021107","ENSG00000128626","ENSG00000283018"
"3138","CRY2","NM_021117","ENSG00000121671","ENSG00000121671"
"3139","POLR2L","NM_021128","ENSG00000177700","ENSG00000177700"
"3140","PPA1","NM_021129","ENSG00000180817","ENSG00000180817"
"3141","PPP2R4","NM_021131","ENSG00000119383",NA
"3142","MRPL23","NM_021134","ENSG00000214026","ENSG00000214026"
"3143","TNFAIP1","NM_021137","ENSG00000109079","ENSG00000109079"
"3144","XRCC5","NM_021141","ENSG00000079246","ENSG00000079246"
"3145","TMX4","NM_021156","ENSG00000125827","ENSG00000125827"
"3146","ABHD16A","NM_021160","ENSG00000206403","ENSG00000206403"
"3147","ABHD16A","NM_021160","ENSG00000206403","ENSG00000204427"
"3148","ABHD16A","NM_021160","ENSG00000206403","ENSG00000235676"
"3149","ABHD16A","NM_021160","ENSG00000206403","ENSG00000231488"
"3150","ABHD16A","NM_021160","ENSG00000206403","ENSG00000230475"
"3151","ABHD16A","NM_021160","ENSG00000206403","ENSG00000224552"
"3152","ABHD16A","NM_021160","ENSG00000206403","ENSG00000236063"
"3153","RBAK","NM_021163","ENSG00000146587","ENSG00000146587"
"3154","RAB40C","NM_021168","ENSG00000197562","ENSG00000197562"
"3155","KIAA1967","NM_021174","ENSG00000158941",NA
"3156","LSM2","NM_021177","ENSG00000204392","ENSG00000204392"
"3157","LSM2","NM_021177","ENSG00000204392","ENSG00000172850"
"3158","LSM2","NM_021177","ENSG00000204392","ENSG00000225998"
"3159","LSM2","NM_021177","ENSG00000204392","ENSG00000231502"
"3160","LSM2","NM_021177","ENSG00000204392","ENSG00000236826"
"3161","LSM2","NM_021177","ENSG00000204392","ENSG00000224979"
"3162","CCNB1IP1","NM_021178","ENSG00000100814","ENSG00000100814"
"3163","C6orf47","NM_021184","ENSG00000204439","ENSG00000203623"
"3164","C6orf47","NM_021184","ENSG00000204439","ENSG00000204439"
"3165","C6orf47","NM_021184","ENSG00000204439","ENSG00000235360"
"3166","C6orf47","NM_021184","ENSG00000204439","ENSG00000226103"
"3167","C6orf47","NM_021184","ENSG00000204439","ENSG00000228177"
"3168","C6orf47","NM_021184","ENSG00000204439","ENSG00000228435"
"3169","C6orf47","NM_021184","ENSG00000204439","ENSG00000226531"
"3170","ZNF410","NM_021188","ENSG00000119725","ENSG00000119725"
"3171","SLC30A1","NM_021194","ENSG00000170385","ENSG00000170385"
"3172","SRPRB","NM_021203","ENSG00000144867","ENSG00000144867"
"3173","ENOPH1","NM_021204","ENSG00000145293","ENSG00000145293"
"3174","TRAPPC1","NM_021210","ENSG00000170043","ENSG00000170043"
"3175","RPRD1B","NM_021215","ENSG00000101413","ENSG00000101413"
"3176","PRUNE","NM_021222","ENSG00000143363",NA
"3177","SCAF1","NM_021228","ENSG00000126461","ENSG00000126461"
"3178","SELK","NM_021237","ENSG00000113811",NA
"3179","WIZ","NM_021241","ENSG00000011451","ENSG00000011451"
"3180","MID1IP1","NM_021242","ENSG00000165175","ENSG00000165175"
"3181","SNX6","NM_021249","ENSG00000129515","ENSG00000129515"
"3182","RAB18","NM_021252","ENSG00000099246","ENSG00000099246"
"3183","TRIM39","NM_021253","ENSG00000206495","ENSG00000206495"
"3184","TRIM39","NM_021253","ENSG00000206495","ENSG00000224994"
"3185","TRIM39","NM_021253","ENSG00000206495","ENSG00000204599"
"3186","TRIM39","NM_021253","ENSG00000206495","ENSG00000226437"
"3187","TRIM39","NM_021253","ENSG00000206495","ENSG00000229929"
"3188","TRIM39","NM_021253","ENSG00000206495","ENSG00000230308"
"3189","TRIM39","NM_021253","ENSG00000206495","ENSG00000232839"
"3190","C21orf59","NM_021254","ENSG00000159079","ENSG00000159079"
"3191","ZFYVE1","NM_021260","ENSG00000165861","ENSG00000165861"
"3192","PLEKHA1","NM_021622","ENSG00000107679","ENSG00000107679"
"3193","SENP2","NM_021627","ENSG00000163904","ENSG00000163904"
"3194","GPBP1L1","NM_021639","ENSG00000159592","ENSG00000159592"
"3195","C12orf10","NM_021640","ENSG00000139637","ENSG00000139637"
"3196","UTP14C","NM_021645","ENSG00000136112","ENSG00000253797"
"3197","FAM3A","NM_021806","ENSG00000071889","ENSG00000071889"
"3198","EXOC4","NM_021807","ENSG00000131558","ENSG00000131558"
"3199","SAV1","NM_021818","ENSG00000151748","ENSG00000151748"
"3200","MRPS35","NM_021821","ENSG00000061794","ENSG00000061794"
"3201","NIF3L1","NM_021824","ENSG00000196290","ENSG00000196290"
"3202","FASTKD5","NM_021826","ENSG00000215251","ENSG00000215251"
"3203","C10orf2","NM_021830","ENSG00000107815",NA
"3204","SPCS3","NM_021928","ENSG00000129128","ENSG00000129128"
"3205","RINT1","NM_021930","ENSG00000135249","ENSG00000135249"
"3206","RIC8A","NM_021932","ENSG00000177963","ENSG00000177963"
"3207","MIIP","NM_021933","ENSG00000116691","ENSG00000116691"
"3208","C12orf44","NM_021934","ENSG00000123395",NA
"3209","EEFSEC","NM_021937","ENSG00000132394","ENSG00000132394"
"3210","SMAP1","NM_021940","ENSG00000112305","ENSG00000112305"
"3211","TRAPPC11","NM_021942","ENSG00000168538","ENSG00000168538"
"3212","ZFAND3","NM_021943","ENSG00000156639","ENSG00000156639"
"3213","SRR","NM_021947","ENSG00000167720","ENSG00000167720"
"3214","PPP1R11","NM_021959","ENSG00000206501","ENSG00000206501"
"3215","PPP1R11","NM_021959","ENSG00000206501","ENSG00000236560"
"3216","PPP1R11","NM_021959","ENSG00000206501","ENSG00000233314"
"3217","PPP1R11","NM_021959","ENSG00000206501","ENSG00000234058"
"3218","PPP1R11","NM_021959","ENSG00000206501","ENSG00000237829"
"3219","PPP1R11","NM_021959","ENSG00000206501","ENSG00000204619"
"3220","PPP1R11","NM_021959","ENSG00000206501","ENSG00000237403"
"3221","PPP1R11","NM_021959","ENSG00000206501","ENSG00000227720"
"3222","LAMTOR3","NM_021970","ENSG00000109270","ENSG00000109270"
"3223","POLR2F","NM_021974","ENSG00000100142","ENSG00000100142"
"3224","RELA","NM_021975","ENSG00000173039","ENSG00000173039"
"3225","RXRB","NM_021976","ENSG00000206218","ENSG00000206289"
"3226","RXRB","NM_021976","ENSG00000206218","ENSG00000227322"
"3227","RXRB","NM_021976","ENSG00000206218","ENSG00000231321"
"3228","RXRB","NM_021976","ENSG00000206218","ENSG00000204231"
"3229","RXRB","NM_021976","ENSG00000206218","ENSG00000228333"
"3230","RXRB","NM_021976","ENSG00000206218","ENSG00000235712"
"3231","SEC24A","NM_021982","ENSG00000113615","ENSG00000113615"
"3232","UBE2V1","NM_021988","ENSG00000214192","ENSG00000244687"
"3233","ZNF277","NM_021994","ENSG00000198839","ENSG00000198839"
"3234","ITM2B","NM_021999","ENSG00000136156","ENSG00000136156"
"3235","TIA1","NM_022037","ENSG00000116001","ENSG00000116001"
"3236","FBXW4","NM_022039","ENSG00000107829","ENSG00000107829"
"3237","ABHD4","NM_022060","ENSG00000100439","ENSG00000100439"
"3238","MRPL17","NM_022061","ENSG00000158042","ENSG00000158042"
"3239","FAM204A","NM_022063","ENSG00000165669","ENSG00000165669"
"3240","CERS2","NM_022075","ENSG00000143418","ENSG00000143418"
"3241","ZNF335","NM_022095","ENSG00000198026","ENSG00000198026"
"3242","MRPS14","NM_022100","ENSG00000120333","ENSG00000120333"
"3243","PCIF1","NM_022104","ENSG00000100982","ENSG00000100982"
"3244","DIDO1","NM_022105","ENSG00000101191","ENSG00000101191"
"3245","FKBPL","NM_022110","ENSG00000177906","ENSG00000204315"
"3246","FKBPL","NM_022110","ENSG00000177906","ENSG00000223666"
"3247","FKBPL","NM_022110","ENSG00000177906","ENSG00000230907"
"3248","FKBPL","NM_022110","ENSG00000177906","ENSG00000224200"
"3249","LHPP","NM_022126","ENSG00000107902","ENSG00000107902"
"3250","GOLPH3","NM_022130","ENSG00000113384","ENSG00000113384"
"3251","MAGEF1","NM_022149","ENSG00000177383","ENSG00000177383"
"3252","TMBIM1","NM_022152","ENSG00000135926","ENSG00000135926"
"3253","MRPL46","NM_022163","ENSG00000173867","ENSG00000259494"
"3254","XYLT2","NM_022167","ENSG00000015532","ENSG00000015532"
"3255","EIF4H","NM_022170","ENSG00000106682","ENSG00000106682"
"3256","ITGB1BP1","NM_022334","ENSG00000119185","ENSG00000119185"
"3257","C11orf24","NM_022338","ENSG00000171067","ENSG00000171067"
"3258","TOR1AIP2","NM_022347","ENSG00000169905","ENSG00000169905"
"3259","MMS19","NM_022362","ENSG00000155229","ENSG00000155229"
"3260","TFB2M","NM_022366","ENSG00000162851","ENSG00000162851"
"3261","TOR3A","NM_022371","ENSG00000186283","ENSG00000186283"
"3262","MLST8","NM_022372","ENSG00000167965","ENSG00000167965"
"3263","HERPUD2","NM_022373","ENSG00000122557","ENSG00000122557"
"3264","ATL2","NM_022374","ENSG00000119787","ENSG00000119787"
"3265","RNF25","NM_022453","ENSG00000163481","ENSG00000163481"
"3266","NSD1","NM_022455","ENSG00000165671","ENSG00000165671"
"3267","RFWD2","NM_022457","ENSG00000143207","ENSG00000143207"
"3268","HS1BP3","NM_022460","ENSG00000118960","ENSG00000118960"
"3269","AZI2","NM_022461","ENSG00000163512","ENSG00000163512"
"3270","SIL1","NM_022464","ENSG00000120725","ENSG00000120725"
"3271","ZMAT3","NM_022470","ENSG00000172667","ENSG00000172667"
"3272","AKTIP","NM_022476","ENSG00000166971","ENSG00000166971"
"3273","KLHL25","NM_022480","ENSG00000183655","ENSG00000183655"
"3274","GZF1","NM_022482","ENSG00000125812","ENSG00000125812"
"3275","TMEM168","NM_022484","ENSG00000146802","ENSG00000146802"
"3276","ATG3","NM_022488","ENSG00000144848","ENSG00000144848"
"3277","INF2","NM_022489","ENSG00000203485","ENSG00000203485"
"3278","POLR1E","NM_022490","ENSG00000137054","ENSG00000137054"
"3279","NARFL","NM_022493","ENSG00000103245","ENSG00000103245"
"3280","PCNXL4","NM_022495","ENSG00000126773",NA
"3281","MRPS25","NM_022497","ENSG00000131368","ENSG00000131368"
"3282","VPS52","NM_022553","ENSG00000206214","ENSG00000224455"
"3283","VPS52","NM_022553","ENSG00000206214","ENSG00000225590"
"3284","VPS52","NM_022553","ENSG00000206214","ENSG00000228425"
"3285","VPS52","NM_022553","ENSG00000206214","ENSG00000206286"
"3286","VPS52","NM_022553","ENSG00000206214","ENSG00000223501"
"3287","VPS52","NM_022553","ENSG00000206214","ENSG00000236014"
"3288","VPS52","NM_022553","ENSG00000206214","ENSG00000223618"
"3289","VPS16","NM_022575","ENSG00000215305","ENSG00000215305"
"3290","SNRNP35","NM_022717","ENSG00000184209","ENSG00000184209"
"3291","DGCR14","NM_022719","ENSG00000100056","ENSG00000100056"
"3292","TRMT2A","NM_022727","ENSG00000099899","ENSG00000099899"
"3293","COPS7B","NM_022730","ENSG00000144524","ENSG00000144524"
"3294","NUCKS1","NM_022731","ENSG00000069275","ENSG00000069275"
"3295","METTL17","NM_022734","ENSG00000165792","ENSG00000165792"
"3296","ACBD3","NM_022735","ENSG00000182827","ENSG00000182827"
"3297","LPPR2","NM_022737","ENSG00000105520",NA
"3298","FAM160B2","NM_022749","ENSG00000158863","ENSG00000158863"
"3299","ZNF574","NM_022752","ENSG00000105732","ENSG00000105732"
"3300","MEAF6","NM_022756","ENSG00000163875","ENSG00000163875"
"3301","C6orf106","NM_022758","ENSG00000196821","ENSG00000196821"
"3302","C11orf1","NM_022761","ENSG00000137720","ENSG00000137720"
"3303","RMND5B","NM_022762","ENSG00000145916","ENSG00000145916"
"3304","CERK","NM_022766","ENSG00000100422","ENSG00000100422"
"3305","RBM15","NM_022768","ENSG00000162775","ENSG00000162775"
"3306","TBC1D15","NM_022771","ENSG00000121749","ENSG00000121749"
"3307","RMND5A","NM_022780","ENSG00000153561","ENSG00000153561"
"3308","ARV1","NM_022786","ENSG00000173409","ENSG00000173409"
"3309","ELOVL1","NM_022821","ENSG00000066322","ENSG00000066322"
"3310","7-Mar","NM_022826","ENSG00000136536",NA
"3311","TUT1","NM_022830","ENSG00000149016","ENSG00000149016"
"3312","ARMCX5","NM_022838","ENSG00000125962","ENSG00000125962"
"3313","MRPS11","NM_022839","ENSG00000181991","ENSG00000181991"
"3314","ACTR8","NM_022899","ENSG00000113812","ENSG00000113812"
"3315","SLC30A5","NM_022902","ENSG00000145740","ENSG00000145740"
"3316","CCDC71","NM_022903","ENSG00000177352","ENSG00000177352"
"3317","GPBP1","NM_022913","ENSG00000062194","ENSG00000062194"
"3318","MRPL44","NM_022915","ENSG00000135900","ENSG00000135900"
"3319","VPS33A","NM_022916","ENSG00000139719","ENSG00000139719"
"3320","NOL6","NM_022917","ENSG00000165271","ENSG00000165271"
"3321","JMJD4","NM_023007","ENSG00000081692","ENSG00000081692"
"3322","UPF3B","NM_023010","ENSG00000125351","ENSG00000125351"
"3323","RSRC2","NM_023012","ENSG00000111011","ENSG00000111011"
"3324","INTS3","NM_023015","ENSG00000143624","ENSG00000262826"
"3325","INTS3","NM_023015","ENSG00000143624","ENSG00000143624"
"3326","ZNF649","NM_023074","ENSG00000198093","ENSG00000198093"
"3327","MPPE1","NM_023075","ENSG00000154889","ENSG00000154889"
"3328","SELRC1","NM_023077","ENSG00000162377",NA
"3329","UBE2Z","NM_023079","ENSG00000159202","ENSG00000159202"
"3330","C8orf33","NM_023080","ENSG00000182307","ENSG00000182307"
"3331","PHACTR4","NM_023923","ENSG00000204138","ENSG00000204138"
"3332","BRD9","NM_023924","ENSG00000028310","ENSG00000028310"
"3333","ZBTB10","NM_023929","ENSG00000205189","ENSG00000205189"
"3334","FAM173A","NM_023933","ENSG00000103254","ENSG00000103254"
"3335","FUNDC2","NM_023934","ENSG00000165775","ENSG00000165775"
"3336","DDRGK1","NM_023935","ENSG00000198171","ENSG00000198171"
"3337","MRPS34","NM_023936","ENSG00000074071","ENSG00000074071"
"3338","CHID1","NM_023947","ENSG00000177830","ENSG00000177830"
"3339","MRP63","NM_024026","ENSG00000173141",NA
"3340","PRR14","NM_024031","ENSG00000156858","ENSG00000156858"
"3341","C7orf49","NM_024033","ENSG00000122783","ENSG00000122783"
"3342","C19orf43","NM_024038","ENSG00000123144","ENSG00000123144"
"3343","MIS12","NM_024039","ENSG00000167842","ENSG00000167842"
"3344","CUEDC2","NM_024040","ENSG00000107874","ENSG00000107874"
"3345","SCNM1","NM_024041","ENSG00000163156","ENSG00000163156"
"3346","METRN","NM_024042","ENSG00000103260","ENSG00000103260"
"3347","NUDT9","NM_024047","ENSG00000170502","ENSG00000170502"
"3348","DDA1","NM_024050","ENSG00000130311","ENSG00000130311"
"3349","C7orf25","NM_024054","ENSG00000136197","ENSG00000136197"
"3350","TMEM106C","NM_024056","ENSG00000134291","ENSG00000134291"
"3351","SPATA5L1","NM_024063","ENSG00000171763","ENSG00000171763"
"3352","ERI3","NM_024066","ENSG00000117419","ENSG00000117419"
"3353","C7orf26","NM_024067","ENSG00000146576","ENSG00000146576"
"3354","NABP2","NM_024068","ENSG00000139579","ENSG00000139579"
"3355","KXD1","NM_024069","ENSG00000105700","ENSG00000105700"
"3356","DDX54","NM_024072","ENSG00000123064","ENSG00000123064"
"3357","TSEN34","NM_024075","ENSG00000170892","ENSG00000275165"
"3358","TSEN34","NM_024075","ENSG00000170892","ENSG00000278712"
"3359","TSEN34","NM_024075","ENSG00000170892","ENSG00000274078"
"3360","TSEN34","NM_024075","ENSG00000170892","ENSG00000274796"
"3361","TSEN34","NM_024075","ENSG00000170892","ENSG00000170892"
"3362","TSEN34","NM_024075","ENSG00000170892","ENSG00000274129"
"3363","TSEN34","NM_024075","ENSG00000170892","ENSG00000278622"
"3364","TSEN34","NM_024075","ENSG00000170892","ENSG00000278605"
"3365","TSEN34","NM_024075","ENSG00000170892","ENSG00000274672"
"3366","TSEN34","NM_024075","ENSG00000170892","ENSG00000273896"
"3367","SECISBP2","NM_024077","ENSG00000187742","ENSG00000187742"
"3368","ALG8","NM_024079","ENSG00000159063","ENSG00000159063"
"3369","ASPSCR1","NM_024083","ENSG00000169696","ENSG00000169696"
"3370","METTL16","NM_024086","ENSG00000127804","ENSG00000127804"
"3371","C2orf49","NM_024093","ENSG00000135974","ENSG00000135974"
"3372","ASB8","NM_024095","ENSG00000177981","ENSG00000177981"
"3373","DCTPP1","NM_024096","ENSG00000179958","ENSG00000179958"
"3374","C1orf50","NM_024097","ENSG00000164008","ENSG00000164008"
"3375","CCDC86","NM_024098","ENSG00000110104","ENSG00000110104"
"3376","WDR18","NM_024100","ENSG00000065268","ENSG00000065268"
"3377","WDR77","NM_024102","ENSG00000116455","ENSG00000116455"
"3378","TMUB2","NM_024107","ENSG00000168591","ENSG00000168591"
"3379","C9orf16","NM_024112","ENSG00000171159","ENSG00000171159"
"3380","TAF1D","NM_024116","ENSG00000202377","ENSG00000166012"
"3381","MAPKAP1","NM_024117","ENSG00000119487","ENSG00000119487"
"3382","TMEM185B","NM_024121","#N/D","ENSG00000226479"
"3383","UBL5","NM_024292","ENSG00000198258","ENSG00000198258"
"3384","FAM134A","NM_024293","ENSG00000144567",NA
"3385","DERL1","NM_024295","ENSG00000136986","ENSG00000136986"
"3386","PHF23","NM_024297","ENSG00000040633","ENSG00000040633"
"3387","CHCHD7","NM_024300","ENSG00000170791","ENSG00000170791"
"3388","FKRP","NM_024301","ENSG00000181027","ENSG00000181027"
"3389","MFSD11","NM_024311","ENSG00000092931","ENSG00000092931"
"3390","NOL12","NM_024313","ENSG00000100101","ENSG00000273899"
"3391","LENG1","NM_024316","ENSG00000105617","ENSG00000275935"
"3392","LENG1","NM_024316","ENSG00000105617","ENSG00000278426"
"3393","LENG1","NM_024316","ENSG00000105617","ENSG00000276774"
"3394","LENG1","NM_024316","ENSG00000105617","ENSG00000277808"
"3395","LENG1","NM_024316","ENSG00000105617","ENSG00000278516"
"3396","LENG1","NM_024316","ENSG00000105617","ENSG00000105617"
"3397","LENG1","NM_024316","ENSG00000105617","ENSG00000276959"
"3398","LENG1","NM_024316","ENSG00000105617","ENSG00000277457"
"3399","LENG1","NM_024316","ENSG00000105617","ENSG00000278257"
"3400","LENG1","NM_024316","ENSG00000105617","ENSG00000276628"
"3401","RBM42","NM_024321","ENSG00000126254","ENSG00000126254"
"3402","ZNF343","NM_024325","ENSG00000088876","ENSG00000088876"
"3403","FBXL15","NM_024326","ENSG00000107872","ENSG00000107872"
"3404","ZNF576","NM_024327","ENSG00000124444","ENSG00000124444"
"3405","THTPA","NM_024328","ENSG00000157306","ENSG00000259431"
"3406","DCAF10","NM_024345","ENSG00000122741","ENSG00000122741"
"3407","NDUFS7","NM_024407","ENSG00000115286","ENSG00000115286"
"3408","IRF2BPL","NM_024496","ENSG00000119669","ENSG00000119669"
"3409","LRFN3","NM_024509","ENSG00000126243","ENSG00000126243"
"3410","HAUS3","NM_024511","ENSG00000214367","ENSG00000214367"
"3411","WDR25","NM_024515","ENSG00000176473","ENSG00000176473"
"3412","PAGR1","NM_024516","ENSG00000185928","ENSG00000280789"
"3413","C2orf47","NM_024520","ENSG00000162972",NA
"3414","GCC1","NM_024523","ENSG00000179562","ENSG00000179562"
"3415","ABHD8","NM_024527","ENSG00000127220","ENSG00000127220"
"3416","NKAP","NM_024528","ENSG00000101882","ENSG00000101882"
"3417","CARS2","NM_024537","ENSG00000134905","ENSG00000134905"
"3418","MRPL24","NM_024540","ENSG00000143314","ENSG00000143314"
"3419","C10orf76","NM_024541","ENSG00000120029","ENSG00000120029"
"3420","MUL1","NM_024544","ENSG00000090432","ENSG00000090432"
"3421","ADIPOR2","NM_024551","ENSG00000006831","ENSG00000006831"
"3422","FAM118B","NM_024556","ENSG00000197798","ENSG00000197798"
"3423","TANGO6","NM_024562","ENSG00000103047","ENSG00000103047"
"3424","SNRNP25","NM_024571","ENSG00000161981","ENSG00000161981"
"3425","OCEL1","NM_024578","ENSG00000099330","ENSG00000099330"
"3426","EFTUD1","NM_024580","ENSG00000140598",NA
"3427","SCRN3","NM_024583","ENSG00000144306","ENSG00000144306"
"3428","ARMC7","NM_024585","ENSG00000125449","ENSG00000125449"
"3429","OSBPL9","NM_024586","ENSG00000117859","ENSG00000117859"
"3430","CHMP6","NM_024591","ENSG00000176108","ENSG00000176108"
"3431","SRD5A3","NM_024592","ENSG00000128039","ENSG00000128039"
"3432","PANK3","NM_024594","ENSG00000120137","ENSG00000120137"
"3433","AKIRIN1","NM_024595","ENSG00000174574","ENSG00000174574"
"3434","USB1","NM_024598","ENSG00000103005","ENSG00000103005"
"3435","HECTD3","NM_024602","ENSG00000126107","ENSG00000126107"
"3436","RPAP3","NM_024604","ENSG00000005175","ENSG00000005175"
"3437","NARG2","NM_024611","ENSG00000128915",NA
"3438","C22orf29","NM_024627","ENSG00000215012","ENSG00000215012"
"3439","ZDHHC14","NM_024630","ENSG00000175048","ENSG00000175048"
"3440","SAP30L","NM_024632","ENSG00000164576","ENSG00000164576"
"3441","ZNF322","NM_024639","ENSG00000181315","ENSG00000181315"
"3442","YRDC","NM_024640","ENSG00000196449","ENSG00000196449"
"3443","OGFOD3","NM_024648","ENSG00000181396","ENSG00000181396"
"3444","PRKRIP1","NM_024653","ENSG00000128563","ENSG00000128563"
"3445","CCDC51","NM_024661","ENSG00000164051","ENSG00000164051"
"3446","NAT10","NM_024662","ENSG00000135372","ENSG00000135372"
"3447","PPCS","NM_024664","ENSG00000127125","ENSG00000127125"
"3448","AAGAB","NM_024666","ENSG00000103591","ENSG00000103591"
"3449","NARS2","NM_024678","ENSG00000137513","ENSG00000137513"
"3450","TEFM","NM_024683","ENSG00000172171","ENSG00000172171"
"3451","ZNF419","NM_024691","ENSG00000105136","ENSG00000105136"
"3452","ZFAND1","NM_024699","ENSG00000104231","ENSG00000104231"
"3453","DHRS12","NM_024705","ENSG00000102796","ENSG00000102796"
"3454","ZNF668","NM_024706","ENSG00000167394","ENSG00000167394"
"3455","GEMIN7","NM_024707","ENSG00000142252","ENSG00000142252"
"3456","ISOC2","NM_024710","ENSG00000063241","ENSG00000063241"
"3457","TXNDC15","NM_024715","ENSG00000113621","ENSG00000113621"
"3458","KLHL36","NM_024731","ENSG00000135686","ENSG00000135686"
"3459","ALG9","NM_024740","ENSG00000086848","ENSG00000086848"
"3460","ZNF408","NM_024741","ENSG00000175213","ENSG00000175213"
"3461","ARMC5","NM_024742","ENSG00000140691","ENSG00000140691"
