Ensembl	species	Gene	cell type	nicknames	ubiquitousness index	product description	gene type	canonical marker	germ layer	organ	sensitivity_human	sensitivity_mouse	specificity_human	specificity_mouse
ENSG00000124772	Mm Hs	CPNE5	Interneurons	CPN5|COPN5|KIAA1599	0.008	copine 5	protein-coding gene	1	Ectoderm	Brain	0	0.0481283	0.00093985	0.00968539
ENSG00000115665	Mm Hs	SLC5A7	Interneurons	hCHT|CHT1	0.002	solute carrier family 5 member 7	protein-coding gene	1	Ectoderm	Brain	0	0	0	0.00273011
ENSG00000147571	Mm Hs	CRH	Interneurons	CRH1	0.001	corticotropin releasing hormone	protein-coding gene	1	Ectoderm	Brain	0	0.0160428	0.000626566	0.00110504
ENSG00000119125	Mm Hs	GDA	Interneurons	NA	0.039	guanine deaminase	protein-coding gene	1	Ectoderm	Brain	0	0.433155	0.0018797	0.0430967
ENSG00000170381	Mm Hs	SEMA3E	Interneurons	M-SemaK|KIAA0331|coll-5|SEMAH	0.005	semaphorin 3E	protein-coding gene	1	Ectoderm	Brain	0	0.0106952	0	0.00656526
ENSG00000144355	Mm Hs	DLX1	Interneurons	NA	0.036	distal-less homeobox 1	protein-coding gene	1	Ectoderm	Brain	0	0.0534759	0	0.0447868
ENSG00000115844	Mm Hs	DLX2	Interneurons	TES-1	0.031	distal-less homeobox 2	protein-coding gene	1	Ectoderm	Brain	0	0	0.00657895	0.0375715
ENSG00000105880	Mm Hs	DLX5	Interneurons	NA	0.019	distal-less homeobox 5	protein-coding gene	1	Ectoderm	Brain	0	0	0.0056391	0.0227509
ENSG00000004848	Mm Hs	ARX	Interneurons	ISSX|CT121|EIEE1|MRXS1|PRTS|MRX76|MRX54|MRX43|MRX36|MRX29|MRX32|MRX33|MRX38|MRX87	0.019	aristaless related homeobox	protein-coding gene	1	Ectoderm	Brain	0	0	0.00219298	0.023921
ENSG00000173376	Mm Hs	NDNF	Interneurons	FLJ23191|C4orf31	0.017	neuron derived neurotrophic factor	protein-coding gene	1	Ectoderm	Brain	0	0.0374332	0.00626566	0.0203458
ENSG00000169896	Mm Hs	ITGAM	Microglia	CD11b|CR3A|CD11B	0.025	integrin subunit alpha M	protein-coding gene	1	Ectoderm	Brain	0	0.359268	0.00313283	0.0208141
ENSG00000140678	Mm Hs	ITGAX	Microglia	CD11c|CD11C	0.007	integrin subunit alpha X	protein-coding gene	1	Ectoderm	Brain	0	0	0.0162907	0.00541826
ENSG00000197405	Mm Hs	C5AR1	Microglia	C5A|C5AR|CD88|C5R1	0.027	complement C5a receptor 1	protein-coding gene	1	Ectoderm	Brain	0	0.112128	0.0140977	0.0278842
ENSG00000168329	Mm Hs	CX3CR1	Microglia	CMKDR1|V28|GPR13|CMKBRL1	0.039	C-X3-C motif chemokine receptor 1	protein-coding gene	1	Ectoderm	Brain	0	0.988558	0.00219298	0.0211444
ENSG00000169313	Mm Hs	P2RY12	Microglia	P2Y12|SP1999|HORK3	0.025	purinergic receptor P2Y12	protein-coding gene	1	Ectoderm	Brain	0	0.970252	0	0.0047575
ENSG00000089041	Mm Hs	P2RX7	Microglia	P2X7|MGC20089	0.004	purinergic receptor P2X 7	protein-coding gene	1	Ectoderm	Brain	0	0.0160183	0.00877193	0.00310559
ENSG00000101017	Mm Hs	CD40	Microglia	Bp50|TNFRSF5	0.012	CD40 molecule	protein-coding gene	1	Ectoderm	Brain	0	0	0.0131579	0.0111669
ENSG00000095970	Mm Hs	TREM2	Microglia	TREM-2|Trem2a|Trem2b|Trem2c	0.042	triggering receptor expressed on myeloid cells 2	protein-coding gene	1	Ectoderm	Brain	0	0.990847	0.00657895	0.0239857
ENSG00000183160	Mm Hs	TMEM119	Microglia	NA	0.031	transmembrane protein 119	protein-coding gene	1	Ectoderm	Brain	0	0.723112	0.0056391	0.0167173
ENSG00000171659	Mm Hs	GPR34	Microglia	NA	0.026	G protein-coupled receptor 34	protein-coding gene	1	Ectoderm	Brain	0	0.919908	0.00501253	0.0061451
ENSG00000160180	Mm Hs	TFF3	Microglia	HITF|ITF	0.022	trefoil factor 3	protein-coding gene	NA	Ectoderm	Brain	0	0	0.0451128	0.0148672
ENSG00000103449	Mm Hs	SALL1	Microglia	Hsal1|ZNF794|TBS	0.004	spalt like transcription factor 1	protein-coding gene	1	Ectoderm	Brain	0	0.0572082	0	0.00297344
ENSG00000119535	Mm Hs	CSF3R	Microglia	GCSFR|CD114	0.012	colony stimulating factor 3 receptor	protein-coding gene	NA	Ectoderm	Brain	0	0.171625	0.0213033	0.00627726
ENSG00000110719	Mm Hs	TCIRG1	Microglia	TIRC7|OC-116|OC116|ATP6N1C|Atp6i|a3|ATP6V0A3	0.011	"T cell immune regulator 1, ATPase H+ transporting V0 subunit a3"	protein-coding gene	1	Ectoderm	Brain	0	0.0572082	0.00595238	0.0109687
ENSG00000157303	Mm Hs	SUSD3	Microglia	MGC26847	0.018	sushi domain containing 3	protein-coding gene	NA	Ectoderm	Brain	0	0.210526	0.0253759	0.0109026
ENSG00000169508	Mm Hs	GPR183	Microglia	EBI2	0.019	G protein-coupled receptor 183	protein-coding gene	1	Ectoderm	Brain	0	0.10984	0.0488722	0.00977931
ENSG00000141968	Mm Hs	VAV1	Microglia	VAV	0.016	vav guanine nucleotide exchange factor 1	protein-coding gene	1	Ectoderm	Brain	0	0.132723	0.000626566	0.0156601
ENSG00000142583	Mm Hs	SLC2A5	Microglia	GLUT5	0.012	solute carrier family 2 member 5	protein-coding gene	1	Ectoderm	Brain	0	0.171625	0.0131579	0.00786309
ENSG00000103522	Mm Hs	IL21R	Microglia	CD360	0.013	interleukin 21 receptor	protein-coding gene	NA	Ectoderm	Brain	0	0.125858	0	0.0128849
ENSG00000110324	Mm Hs	IL10RA	Microglia	HIL-10R|CDW210A|CD210a|CD210|IL10R	0.011	interleukin 10 receptor subunit alpha	protein-coding gene	NA	Ectoderm	Brain	0	0.160183	0.0075188	0.00779701
ENSG00000169403	Mm Hs	PTAFR	Microglia	NA	0.018	platelet activating factor receptor	protein-coding gene	NA	Ectoderm	Brain	0	0.130435	0.00657895	0.0180389
ENSG00000089692	Mm Hs	LAG3	Microglia	CD223	0.011	lymphocyte activating 3	protein-coding gene	1	Ectoderm	Brain	0	0.212815	0.0106516	0.00574865
ENSG00000138185	Mm Hs	ENTPD1	Microglia	NTPDase-1|ATPDase|SPG64|CD39	0.014	ectonucleoside triphosphate diphosphohydrolase 1	protein-coding gene	1	Ectoderm	Brain	0	0.194508	0.00657895	0.0100436
ENSG00000169252	Mm Hs	ADRB2	Microglia	ADRBR|B2AR|ADRB2R	0.016	adrenoceptor beta 2	protein-coding gene	1	Ectoderm	Brain	0	0.153318	0.0100251	0.0142725
ENSG00000184584	Mm Hs	TMEM173	Microglia	FLJ38577|NET23|MPYS|STING|MITA	0.012	transmembrane protein 173	protein-coding gene	NA	Ectoderm	Brain	0	0.15103	0.00501253	0.0103079
ENSG00000059377	Mm Hs	TBXAS1	Microglia	CYP5|CYP5A1|THAS|TXS|TXAS	0.013	thromboxane A synthase 1	protein-coding gene	NA	Ectoderm	Brain	0	0.16476	0.00532581	0.0107705
ENSG00000171631	Mm Hs	P2RY6	Microglia	P2Y6	0.018	pyrimidinergic receptor P2Y6	protein-coding gene	1	Ectoderm	Brain	0	0.201373	0.00281955	0.0167834
ENSG00000181631	Mm Hs	P2RY13	Microglia	FKSG77|P2Y13|GPR94|GPR86	0.008	purinergic receptor P2Y13	protein-coding gene	1	Ectoderm	Brain	0	0.327231	0.00125313	0.000858993
ENSG00000245848	Mm Hs	CEBPA	Microglia	C/EBP-alpha|CEBP	0.025	CCAAT enhancer binding protein alpha	protein-coding gene	1	Ectoderm	Brain	0	0.194508	0	0.0252412
ENSG00000134061	Mm Hs	CD180	Microglia	RP105|Ly78|LY64	0.012	CD180 molecule	protein-coding gene	1	Ectoderm	Brain	0	0.183066	0.00093985	0.00938285
ENSG00000142347	Mm Hs	MYO1F	Microglia	NA	0.031	myosin IF	protein-coding gene	NA	Ectoderm	Brain	0	0.0846682	0.0281955	0.0290736
ENSG00000116774	Mm Hs	OLFML3	Microglia	HNOEL-iso|OLF44	0.053	olfactomedin like 3	protein-coding gene	1	Ectoderm	Brain	0	0.805492	0.031015	0.0365402
ENSG00000143546	Mm Hs	S100A8	Microglia	P8|CGLA|CAGA	0.064	S100 calcium binding protein A8	protein-coding gene	1	Ectoderm	Brain	0	0.0572082	0.0798872	0.058808
ENSG00000213316	Mm Hs	LTC4S	Microglia	MGC33147	0.037	leukotriene C4 synthase	protein-coding gene	1	Ectoderm	Brain	0	0.805492	0.00783208	0.0229285
ENSG00000106799	Mm Hs	TGFBR1	Microglia	ALK-5|ALK5|TBRI|TBR-i|MSSE|ESS1	0.031	transforming growth factor beta receptor 1	protein-coding gene	1	Ectoderm	Brain	0	0.71167	0.0106516	0.0169816
ENSG00000087253	Mm Hs	LPCAT2	Microglia	FLJ20481|AGPAT11|LysoPAFAT|AYTL1	0.034	lysophosphatidylcholine acyltransferase 2	protein-coding gene	1	Ectoderm	Brain	0	0.745995	0.00469925	0.0214748
ENSG00000082781	Mm Hs	ITGB5	Microglia	NA	0.047	integrin subunit beta 5	protein-coding gene	1	Ectoderm	Brain	0	0.734554	0.0150376	0.0359456
ENSG00000167613	Mm Hs	LAIR1	Microglia	CD305	0.027	leukocyte associated immunoglobulin like receptor 1	protein-coding gene	NA	Ectoderm	Brain	0	0.457666	0.0159774	0.0178406
ENSG00000176170	Mm Hs	SPHK1	Microglia	SPHK	0.016	sphingosine kinase 1	protein-coding gene	1	Ectoderm	Brain	0	0	0.0369674	0.0122902
ENSG00000158270	Mm Hs	COLEC12	Microglia	SRCL|CL-P1|SCARA4	0.025	collectin subfamily member 12	protein-coding gene	1	Ectoderm	Brain	0	0	0.0119048	0.0286111
ENSG00000128918	Mm Hs	ALDH1A2	Microglia	RALDH2	0.011	aldehyde dehydrogenase 1 family member A2	protein-coding gene	1	Ectoderm	Brain	0	0	0.0250627	0.00845778
ENSG00000106624	Mm Hs	AEBP1	Microglia	ACLP	0.044	AE binding protein 1	protein-coding gene	NA	Ectoderm	Brain	0	0	0.0335213	0.0489626
ENSG00000107317	Mm Hs	PTGDS	Microglia	L-PGDS	0.054	prostaglandin D2 synthase	protein-coding gene	NA	Ectoderm	Brain	0	0.0389016	0.0582707	0.0556363
ENSG00000160791	Mm Hs	CCR5	Microglia	CKR-5|CC-CKR-5|CKR5|CD195|IDDM22|CMKBR5	0.015	C-C motif chemokine receptor 5 (gene/pseudogene)	protein-coding gene	1	Ectoderm	Brain	0	0.286041	0	0.0106383
ENSG00000184060	Mm Hs	ADAP2	Microglia	CENTA2	0.019	ArfGAP with dual PH domains 2	protein-coding gene	NA	Ectoderm	Brain	0	0.210526	0.0100251	0.0159905
ENSG00000137491	Mm Hs	SLCO2B1	Microglia	OATP-B|OATP2B1|SLC21A9	0.021	solute carrier organic anion transporter family member 2B1	protein-coding gene	1	Ectoderm	Brain	0	0.322654	0.00407268	0.0175102
ENSG00000095303	Mm Hs	PTGS1	Microglia	PGHS-1|PTGHS	0.029	prostaglandin-endoperoxide synthase 1	protein-coding gene	1	Ectoderm	Brain	0	0.469108	0.0037594	0.0235232
ENSG00000077420	Mm Hs	APBB1IP	Microglia	INAG1|RIAM	0.052	amyloid beta precursor protein binding family B member 1 interacting protein	protein-coding gene	1	Ectoderm	Brain	0	0.343249	0.02099	0.0506145
ENSG00000068793	Mm Hs	CYFIP1	Microglia	KIAA0068|P140SRA-1|SHYC	0.051	cytoplasmic FMR1 interacting protein 1	protein-coding gene	NA	Ectoderm	Brain	0	0.517162	0.0159774	0.0467821
ENSG00000100055	Mm Hs	CYTH4	Microglia	CYT4|cytohesin-4|PSCD4	0.053	cytohesin 4	protein-coding gene	1	Ectoderm	Brain	0	0.7254	0.00219298	0.0446676
ENSG00000153208	Mm Hs	MERTK	Microglia	mer|RP38|c-Eyk|Tyro12	0.016	"MER proto-oncogene, tyrosine kinase"	protein-coding gene	1	Ectoderm	Brain	0	0.295195	0.00093985	0.0118937
ENSG00000120594	Mm Hs	PLXDC2	Microglia	TEM7R|FLJ14623	0.046	plexin domain containing 2	protein-coding gene	NA	Ectoderm	Brain	0	0.411899	0.018797	0.0437426
ENSG00000204103	Mm Hs	MAFB	Microglia	KRML	0.053	MAF bZIP transcription factor B	protein-coding gene	1	Ectoderm	Brain	0	0.421053	0.0592105	0.0422889
ENSG00000163106	Mm Hs	HPGDS	Microglia	GSTS|H-PGDS|PGD2|GSTS1-1|GSTS1	0.033	hematopoietic prostaglandin D synthase	protein-coding gene	1	Ectoderm	Brain	0	0.73913	0.0184837	0.0169156
ENSG00000110934	Mm Hs	BIN2	Microglia	BRAP-1	0.06	bridging integrator 2	protein-coding gene	NA	Ectoderm	Brain	0	0.389016	0.0463659	0.0528611
ENSG00000091317	Mm Hs	CMTM6	Microglia	FLJ20396|CKLFSF6	0.051	CKLF like MARVEL transmembrane domain containing 6	protein-coding gene	NA	Ectoderm	Brain	0	0.469108	0.0504386	0.0387868
ENSG00000129277	Mm Hs	CCL4	Microglia	MIP-1-beta|Act-2|AT744.1|SCYA4	0.049	C-C motif chemokine ligand 4	protein-coding gene	1	Ectoderm	Brain	0	0.558352	0.0557644	0.0342936
ENSG00000006075	Mm Hs	CCL3	Microglia	G0S19-1|LD78ALPHA|MIP-1-alpha|SCYA3	0.036	C-C motif chemokine ligand 3	protein-coding gene	1	Ectoderm	Brain	0	0.567506	0.00783208	0.0274217
ENSG00000121797	Mm Hs	CCRL2	Microglia	CRAM-B|CKRX|CRAM-A|ACKR5	0.018	C-C motif chemokine receptor like 2	protein-coding gene	1	Ectoderm	Brain	0	0.121281	0.00156642	0.0191622
ENSG00000175567	Mm Hs	UCP2	Microglia	SLC25A8|BMIQ4	0.013	uncoupling protein 2	protein-coding gene	1	Ectoderm	Brain	0	0.0160183	0.00501253	0.015528
ENSG00000028137	Mm Hs	TNFRSF1B	Microglia	TNFBR|TNFR80|TNF-R75|TNF-R-II|CD120b|TNFR2	0.02	TNF receptor superfamily member 1B	protein-coding gene	NA	Ectoderm	Brain	0	0.0915332	0.0285088	0.0167173
ENSG00000163815	Mm Hs	CLEC3B	Microglia	TNA	0.021	C-type lectin domain family 3 member B	protein-coding gene	1	Ectoderm	Brain	0	0	0	0.0275539
ENSG00000011028	Mm Hs	MRC2	Microglia	KIAA0709|ENDO180|CLEC13E|CD280	0.012	mannose receptor C type 2	protein-coding gene	1	Ectoderm	Brain	0	0	0.0213033	0.0112991
ENSG00000132514	Mm Hs	CLEC10A	Microglia	HML2|HML|CD301|CLECSF14	0.01	C-type lectin domain containing 10A	protein-coding gene	1	Ectoderm	Brain	0	0.00686499	0.0119048	0.00977931
ENSG00000163737	Mm Hs	PF4	Microglia	SCYB4|CXCL4	0.029	platelet factor 4	protein-coding gene	1	Ectoderm	Brain	0	0.0640732	0.00344612	0.0343597
ENSG00000182578	Mm Hs	CSF1R	Microglia	C-FMS|CSFR|CD115|FMS	0.064	colony stimulating factor 1 receptor	protein-coding gene	1	Ectoderm	Brain	0	0.997712	0.0178571	0.049293
ENSG00000157933	Mm Hs	SKI	Microglia	NA	0.034	SKI proto-oncogene	protein-coding gene	1	Ectoderm	Brain	0	0.02746	0.00156642	0.0428836
ENSG00000173369	Mm Hs	C1QB	Microglia	NA	0.071	complement C1q B chain	protein-coding gene	1	Ectoderm	Brain	0	1	0.0191103	0.0569578
ENSG00000016082	Mm Hs	ISL1	Motor neurons	Isl-1|ISLET1	0.028	ISL LIM homeobox 1	protein-coding gene	1	Ectoderm	Brain	0	0	0.0134712	0.0314045
ENSG00000159556	Mm Hs	ISL2	Motor neurons	FLJ10160	0.004	ISL LIM homeobox 2	protein-coding gene	NA	Ectoderm	Brain	0	0	0	0.00520198
ENSG00000070748	Mm Hs	CHAT	Motor neurons	NA	0.001	choline O-acetyltransferase	protein-coding gene	NA	Ectoderm	Brain	0	0	0	0.00160555
ENSG00000119614	Mm Hs	VSX2	Motor neurons	RET1|HOX10|CHX10	0.004	visual system homeobox 2	protein-coding gene	NA	Ectoderm	Brain	0	0	0	0.00488087
ENSG00000163064	Mm Hs	EN1	Motor neurons	NA	0.003	engrailed homeobox 1	protein-coding gene	NA	Ectoderm	Brain	0	0	0	0.00372487
ENSG00000113578	Mm Hs	FGF1	Motor neurons	AFGF|ECGF|ECGFA|ECGFB|HBGF1|ECGF-beta|FGF-alpha|GLIO703|FGFA	0.011	fibroblast growth factor 1	protein-coding gene	NA	Ectoderm	Brain	0	0	0.00313283	0.0125875
ENSG00000107187	Mm Hs	LHX3	Motor neurons	NA	0.001	LIM homeobox 3	protein-coding gene	NA	Ectoderm	Brain	0	0	0	0.000834885
ENSG00000163623	Mm Hs	NKX6-1	Motor neurons	Nkx6.1|NKX6A	0.006	NK6 homeobox 1	protein-coding gene	NA	Ectoderm	Brain	0	0	0.0103383	0.0052662
ENSG00000064300	Mm Hs	NGFR	Motor neurons	TNFRSF16|CD271|p75NTR	0.007	nerve growth factor receptor	protein-coding gene	NA	Ectoderm	Brain	0	0	0.00219298	0.00744975
ENSG00000182968	Mm Hs	SOX1	Neural stem/precursor cells	NA	0.002	SRY-box 1	protein-coding gene	1	Ectoderm	Brain	0	0.148148	0	0.00250901
ENSG00000007062	Mm Hs	PROM1	Neural stem/precursor cells	AC133|CD133|RP41|CORD12|PROML1|STGD4	0.021	prominin 1	protein-coding gene	1	Ectoderm	Brain	0	0	0.00720551	0.0242537
ENSG00000140443	Mm Hs	IGF1R	Neural stem/precursor cells	JTK13|CD221|IGFIR|MGC18216|IGFR	0.076	insulin like growth factor 1 receptor	protein-coding gene	1	Ectoderm	Brain	0	0.0740741	0.047619	0.0813176
ENSG00000164651	Mm Hs	SP8	Neural stem/precursor cells	NA	0.007	Sp8 transcription factor	protein-coding gene	1	Ectoderm	Brain	0	0.555556	0	0.00733402
ENSG00000131095	Mm Hs	GFAP	Neural stem/precursor cells	FLJ45472	0.013	glial fibrillary acidic protein	protein-coding gene	1	Ectoderm	Brain	0	0	0.0056391	0.0149897
ENSG00000134595	Mm Hs	SOX3	Neural stem/precursor cells	PHP	0.002	SRY-box 3	protein-coding gene	1	Ectoderm	Brain	0	0	0.00501253	0.001544
ENSG00000160307	Mm Hs	S100B	Neural stem/precursor cells	S100beta	0.066	S100 calcium binding protein B	protein-coding gene	NA	Ectoderm	Brain	0	0	0.033208	0.0746269
ENSG00000079215	Mm Hs	SLC1A3	Neural stem/precursor cells	EAAT1|GLAST|EA6	0.074	solute carrier family 1 member 3	protein-coding gene	1	Ectoderm	Brain	0	0.185185	0.0109649	0.0900669
ENSG00000123307	Mm Hs	NEUROD4	Neural stem/precursor cells	Atoh3|ATH-3|MATH-3|bHLHa4	0.006	neuronal differentiation 4	protein-coding gene	NA	Ectoderm	Brain	0	0	0.000313283	0.00772002
ENSG00000181965	Mm Hs	NEUROG1	Neural stem/precursor cells	AKA|Math4C|ngn1|bHLHa6|NEUROD3	0.001	neurogenin 1	protein-coding gene	NA	Ectoderm	Brain	0	0.0740741	0.00093985	0.000900669
ENSG00000178403	Mm Hs	NEUROG2	Neural stem/precursor cells	Atoh4|Math4A|ngn-2|bHLHa8|NGN2	0.016	neurogenin 2	protein-coding gene	NA	Ectoderm	Brain	0	0.0740741	0.00093985	0.0202651
ENSG00000171786	Mm Hs	NHLH1	Neural stem/precursor cells	NSCL|NSCL1|bHLHa35	0.002	nescient helix-loop-helix 1	protein-coding gene	NA	Ectoderm	Brain	0	0	0.00313283	0.000900669
ENSG00000106341	Mm Hs	PPP1R17	Neural stem/precursor cells	GSBS|C7orf16	0.002	protein phosphatase 1 regulatory subunit 17	protein-coding gene	NA	Ectoderm	Brain	0	0	0.00156642	0.00141534
ENSG00000125247	Mm Hs	TMTC4	Neural stem/precursor cells	FLJ14624|FLJ22153	0.006	transmembrane and tetratricopeptide repeat containing 4	protein-coding gene	NA	Ectoderm	Brain	0	0	0.00532581	0.00656202
ENSG00000163508	Mm Hs	EOMES	Neural stem/precursor cells	TBR2	0.021	eomesodermin	protein-coding gene	1	Ectoderm	Brain	0	0	0.00219298	0.0261837
ENSG00000152527	Mm Hs	PLEKHH2	Neural stem/precursor cells	KIAA2028|PLEKHH1L	0.003	"pleckstrin homology, MyTH4 and FERM domain containing H2"	protein-coding gene	NA	Ectoderm	Brain	0	0	0.0056391	0.00250901
ENSG00000164342	Mm Hs	TLR3	Neural stem/precursor cells	CD283	0.003	toll like receptor 3	protein-coding gene	NA	Ectoderm	Brain	0	0	0.00720551	0.00295934
ENSG00000059378	Mm Hs	PARP12	Neural stem/precursor cells	FLJ22693|PARP-12|ZC3H1|ZC3HDC1	0.005	poly(ADP-ribose) polymerase family member 12	protein-coding gene	NA	Ectoderm	Brain	0	0	0.00720551	0.00501801
ENSG00000089041	Mm Hs	P2RX7	Neural stem/precursor cells	P2X7|MGC20089	0.004	purinergic receptor P2X 7	protein-coding gene	NA	Ectoderm	Brain	0	0	0.00877193	0.00347401
ENSG00000259330	Mm Hs	INAFM2	Neural stem/precursor cells	OGU1|LINC00984	0.007	InaF motif containing 2	protein-coding gene	NA	Ectoderm	Brain	0	0	0.00720551	0.00739835
ENSG00000146674	Mm Hs	IGFBP3	Neural stem/precursor cells	IBP3|BP-53	0.031	insulin like growth factor binding protein 3	protein-coding gene	NA	Ectoderm	Brain	0	0	0.0592105	0.0256691
ENSG00000185745	Mm Hs	IFIT1	Neural stem/precursor cells	GARG-16|G10P1|IFI56|IFNAI1	0.015	interferon induced protein with tetratricopeptide repeats 1	protein-coding gene	NA	Ectoderm	Brain	0	0	0.0159774	0.013317
ENSG00000137965	Mm Hs	IFI44	Neural stem/precursor cells	MTAP44|TLDC5	0.007	interferon induced protein 44	protein-coding gene	NA	Ectoderm	Brain	0	0	0.012218	0.00456768
ENSG00000152127	Mm Hs	MGAT5	Neural stem/precursor cells	GNT-V|MGAT5A	0.046	"alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase"	protein-coding gene	NA	Ectoderm	Brain	0	0.037037	0.000313283	0.0551338
ENSG00000168078	Mm Hs	PBK	Neural stem/precursor cells	TOPK|FLJ14385|Nori-3|CT84	0.06	PDZ binding kinase	protein-coding gene	NA	Ectoderm	Brain	0	0.185185	0.0432331	0.0620818
ENSG00000115844	Mm Hs	DLX2	Neural stem/precursor cells	TES-1	0.031	distal-less homeobox 2	protein-coding gene	1	Ectoderm	Brain	0	0.925926	0.00657895	0.0355764
ENSG00000105880	Mm Hs	DLX5	Neural stem/precursor cells	NA	0.019	distal-less homeobox 5	protein-coding gene	NA	Ectoderm	Brain	0	0.814815	0.0056391	0.0211014
ENSG00000217236	Mm Hs	SP9	Neural stem/precursor cells	ZNF990	0.02	Sp9 transcription factor	protein-coding gene	1	Ectoderm	Brain	0	0.962963	0.000626566	0.0234174
ENSG00000196767	Mm Hs	POU3F4	Neural stem/precursor cells	BRN4|OTF9|DFNX2|DFN3	0.004	POU class 3 homeobox 4	protein-coding gene	1	Ectoderm	Brain	0	0.555556	0.00219298	0.00353834
ENSG00000143032	Mm Hs	BARHL2	Neural stem/precursor cells	NA	0.004	BarH like homeobox 2	protein-coding gene	NA	Ectoderm	Brain	0	0.0740741	0	0.00508235
ENSG00000143355	Mm Hs	LHX9	Neural stem/precursor cells	NA	0.004	LIM homeobox 9	protein-coding gene	NA	Ectoderm	Brain	0	0.037037	0.00250627	0.00508235
ENSG00000168779	Mm Hs	SHOX2	Neural stem/precursor cells	SHOT|OG12X|OG12	0.006	short stature homeobox 2	protein-coding gene	NA	Ectoderm	Brain	0	0.0740741	0.00344612	0.00649768
ENSG00000090932	Mm Hs	DLL3	Neural stem/precursor cells	SCDO1	0.009	delta like canonical Notch ligand 3	protein-coding gene	NA	Ectoderm	Brain	0	0.0740741	0.0153509	0.00662635
ENSG00000164093	Mm Hs	PITX2	Neural stem/precursor cells	IGDS|Brx1|Otlx2|IRID2|IHG2|RIEG|RIEG1|RGS	0.01	paired like homeodomain 2	protein-coding gene	NA	Ectoderm	Brain	0	0	0.0109649	0.00868502
ENSG00000004848	Mm Hs	ARX	Neural stem/precursor cells	ISSX|CT121|EIEE1|MRXS1|PRTS|MRX76|MRX54|MRX43|MRX36|MRX29|MRX32|MRX33|MRX38|MRX87	0.019	aristaless related homeobox	protein-coding gene	1	Ectoderm	Brain	0	0.814815	0.00219298	0.0222594
ENSG00000122584	Mm Hs	NXPH1	Neural stem/precursor cells	NA	0.022	neurexophilin 1	protein-coding gene	NA	Ectoderm	Brain	0	0.0740741	0.000313283	0.0276634
ENSG00000103460	Mm Hs	TOX3	Neural stem/precursor cells	CAGF9|TNRC9	0.017	TOX high mobility group box family member 3	protein-coding gene	NA	Ectoderm	Brain	0	0.518519	0.0037594	0.0195574
ENSG00000183734	Mm Hs	ASCL2	Neural stem/precursor cells	HASH2|bHLHa45	0.005	achaete-scute family bHLH transcription factor 2	protein-coding gene	1	Ectoderm	Brain	0	0	0.0075188	0.00482501
ENSG00000197921	Mm Hs	HES5	Neural stem/precursor cells	bHLHb38	0.036	hes family bHLH transcription factor 5	protein-coding gene	1	Ectoderm	Brain	0	0.222222	0.00125313	0.0420098
ENSG00000171476	Mm Hs	HOPX	Neural stem/precursor cells	LAGY|OB1|NECC1|SMAP31	0.033	HOP homeobox	protein-coding gene	1	Ectoderm	Brain	0	0	0.091792	0.0223237
ENSG00000162992	Mm Hs	NEUROD1	Neural stem/precursor cells	BETA2|BHF-1|NeuroD|bHLHa3|MODY6|NEUROD	0.038	neuronal differentiation 1	protein-coding gene	1	Ectoderm	Brain	0	0.0740741	0.023183	0.0429748
ENSG00000237412	Mm Hs	PRSS56	Neural stem/precursor cells	NA	0.002	serine protease 56	protein-coding gene	1	Ectoderm	Brain	0	0	0	0.00199434
ENSG00000125398	Mm Hs	SOX9	Neural stem/precursor cells	SRA1|CMD1|CMPD1	0.086	SRY-box 9	protein-coding gene	1	Ectoderm	Brain	0	0.111111	0.0322682	0.100746
ENSG00000109107	Mm Hs	ALDOC	Neural stem/precursor cells	NA	0.078	"aldolase, fructose-bisphosphate C"	protein-coding gene	1	Ectoderm	Brain	0	0.037037	0.00093985	0.0969506
ENSG00000172201	Mm Hs	ID4	Neural stem/precursor cells	bHLHb27	0.093	"inhibitor of DNA binding 4, HLH protein"	protein-coding gene	1	Ectoderm	Brain	0	0.555556	0.0642231	0.101068
ENSG00000181449	Mm Hs	SOX2	Neural stem/precursor cells	NA	0.082	SRY-box 2	protein-coding gene	1	Ectoderm	Brain	0	0.666667	0.0288221	0.0930263
ENSG00000144355	Mm Hs	DLX1	Neural stem/precursor cells	NA	0.036	distal-less homeobox 1	protein-coding gene	1	Ectoderm	Brain	0	0.925926	0	0.0433608
ENSG00000111674	Mm Hs	ENO2	Neurons	NA	0.06	enolase 2	protein-coding gene	1	Ectoderm	Brain	1	0.692222	0.024191	0.0272647
ENSG00000167281	Mm Hs	RBFOX3	Neurons	FOX-3|NeuN|HRNBP3	0.04	RNA binding fox-1 homolog 3	protein-coding gene	1	Ectoderm	Brain	0	0.353333	0.0109959	0.0297867
ENSG00000070748	Mm Hs	CHAT	Neurons	NA	0.001	choline O-acetyltransferase	protein-coding gene	1	Ectoderm	Brain	0	0.0255556	0	0.000136323
ENSG00000180176	Mm Hs	TH	Neurons	DYT5b	0.002	tyrosine hydroxylase	protein-coding gene	1	Ectoderm	Brain	0.222222	0.0188889	0.00125668	0.0014314
ENSG00000104327	Mm Hs	CALB1	Neurons	CALB	0.019	calbindin 1	protein-coding gene	1	Ectoderm	Brain	0	0.217778	0.00125668	0.0116556
